nb_item,item_90,item_86,size_cat,packing_type,teammate_experience,subgroup,time_picked,picking_to_processing,total_leadtime,carrier,item_ratio,picked_hour,picked_shift,experience_level,nb_item_x_experience_level,subgroup_median_leadtime,carrier_median_leadtime
1.0,1.0,,XL,STANDARD,6MONTH,MVOL,8:01:49 AM,59.7,66.2,CC_LOG,0.0,8,Morning,1,1.0,50.0,170.45
2.0,1.0,1.0,L,STANDARD,6MONTH,HETE,11:53:40 AM,266.4,144.6,TNT_POST_NL,1.0,11,Morning,1,2.0,196.05,169.7
2.0,1.0,1.0,L,STANDARD,6MONTH,HETE,11:25:28 AM,139.8,183.8,SPARQLE,1.0,11,Morning,1,2.0,196.05,184.3
2.0,1.0,1.0,L,PACKSIZE,2YEAR,HETE,9:30:42 AM,80.6,192.5,TNT_POST_NL,1.0,9,Morning,3,6.0,196.05,169.7
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,9:32:59 AM,275.9,185.0,CHRONOPOSTAPI,0.0,9,Morning,2,2.0,148.9,186.5
2.0,1.0,1.0,XL,STANDARD,2YEAR,VOLU,1:25:46 PM,102.6,214.6,TNT_POST_NL,1.0,13,Morning,3,6.0,266.4,169.7
7.0,7.0,,XL,STANDARD,3-5YEAR,PBVO,11:57:53 AM,267.1,211.3,TNT_POST_NL,0.0,11,Morning,4,28.0,257.1,169.7
1.0,1.0,,M,STANDARD,1YEAR,MHET,8:11:38 AM,34.9,106.4,CC_LOG,0.0,8,Morning,2,2.0,148.9,170.45
5.0,2.0,3.0,S,STANDARD,1YEAR,HETS,11:52:54 AM,364.0,151.1,CHRONOPOSTAPI,0.6666666666666666,11,Morning,2,10.0,157.4,186.5
2.0,1.0,1.0,L,PACKSIZE,1YEAR,HETE,10:56:52 AM,49.8,148.7,BPOST,1.0,10,Morning,2,4.0,196.05,178.7
2.0,1.0,1.0,XL,STANDARD,1YEAR,VOLU,8:57:15 PM,660.6,214.7,CC_LOG,1.0,20,Afternoon,2,4.0,266.4,170.45
19.0,11.0,8.0,XL,STANDARD,2YEAR,VOLU,9:31:50 AM,154.9,232.5,EXTRA_AT_HOME,1.375,9,Morning,3,57.0,266.4,279.5
3.0,1.0,2.0,L,PACKSIZE,1YEAR,HETE,8:37:48 PM,63.8,197.5,CC_LOG,0.5,20,Afternoon,2,6.0,196.05,170.45
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,10:21:24 AM,57.9,208.7,BPOST,0.0,10,Morning,1,1.0,148.9,178.7
4.0,2.0,2.0,S,STANDARD,1YEAR,HETS,5:31:21 PM,139.6,179.9,UPS_API,1.0,17,Afternoon,2,8.0,157.4,183.8
8.0,4.0,4.0,M,STANDARD,1YEAR,HETS,4:15:10 PM,71.4,231.4,CHRONOPOSTAPI,1.0,16,Afternoon,2,16.0,157.4,186.5
4.0,1.0,3.0,L,STANDARD,6MONTH,HETE,2:35:31 PM,105.9,196.7,TNT_POST_NL,0.3333333333333333,14,Morning,1,4.0,196.05,169.7
8.0,8.0,,XL,STANDARD,6MONTH,PBVO,7:15:45 PM,41.6,318.1,EXTRA_AT_HOME,0.0,19,Afternoon,1,8.0,257.1,279.5
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,7:53:01 PM,77.5,186.1,DHL,0.0,19,Afternoon,1,1.0,148.9,186.1
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,10:09:54 PM,47.6,170.0,DHL,0.0,22,Afternoon,2,2.0,148.9,186.1
1.0,1.0,,L,PACKSIZE,2YEAR,MHET,7:50:31 PM,61.3,155.3,TNT_POST_NL,0.0,19,Afternoon,3,3.0,148.9,169.7
3.0,1.0,2.0,L,STANDARD,6MONTH,HETE,11:42:09 AM,256.9,144.3,EXTRA_AT_HOME,0.5,11,Morning,1,3.0,196.05,279.5
1.0,1.0,,XL,STANDARD,1YEAR,MVOL,1:06:29 PM,238.2,43.8,BPOST,0.0,13,Morning,2,2.0,50.0,178.7
2.0,1.0,1.0,L,PACKSIZE,6MONTH,HETE,7:57:23 AM,384.6,287.8,TNT_POST_NL,1.0,7,Morning,1,2.0,196.05,169.7
2.0,2.0,,XL,STANDARD,6MONTH,PBVO,8:15:29 AM,6.4,286.2,CC_LOG,0.0,8,Morning,1,2.0,257.1,170.45
5.0,3.0,2.0,XL,STANDARD,3-5YEAR,VOLU,12:19:59 PM,73.2,160.2,BPOST,1.5,12,Morning,4,20.0,266.4,178.7
1.0,1.0,,XL,STANDARD,1YEAR,MHET,8:47:31 AM,140.4,149.3,EXTRA_AT_HOME,0.0,8,Morning,2,2.0,148.9,279.5
8.0,4.0,4.0,S,STANDARD,3-5YEAR,HETS,9:05:45 AM,114.4,125.2,TNT_POST_NL,1.0,9,Morning,4,32.0,157.4,169.7
1.0,1.0,,XL,STANDARD,2YEAR,MHET,9:36:35 AM,433.0,77.5,UPS_API,0.0,9,Morning,3,3.0,148.9,183.8
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,9:18:49 AM,179.6,181.4,EXTRA_AT_HOME,0.0,9,Morning,2,2.0,148.9,279.5
2.0,1.0,1.0,XL,STANDARD,1YEAR,VOLU,10:27:41 AM,105.6,144.9,EXTRA_AT_HOME,1.0,10,Morning,2,4.0,266.4,279.5
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,7:38:23 PM,6.3,104.3,TNT_POST_NL,0.0,19,Afternoon,2,2.0,148.9,169.7
1.0,1.0,,L,PACKSIZE,2YEAR,MHET,7:35:06 PM,7.5,182.1,TNT_POST_NL,0.0,19,Afternoon,3,3.0,148.9,169.7
11.0,4.0,7.0,M,PACKSIZE,6MONTH,HETE,7:12:36 PM,65.0,216.6,CHRONOPOSTAPI,0.5714285714285714,19,Afternoon,1,11.0,196.05,186.5
4.0,2.0,2.0,S,STANDARD,6MONTH,HETS,11:54:54 AM,141.4,183.4,TNT_POST_NL,1.0,11,Morning,1,4.0,157.4,169.7
5.0,2.0,3.0,S,STANDARD,6MONTH,HETS,8:39:35 PM,56.2,193.8,CC_LOG,0.6666666666666666,20,Afternoon,1,5.0,157.4,170.45
2.0,1.0,1.0,L,PACKSIZE,3-5YEAR,HETE,7:59:19 AM,36.3,248.8,EXTRA_AT_HOME,1.0,7,Morning,4,8.0,196.05,279.5
3.0,1.0,2.0,S,STANDARD,1YEAR,HETS,7:45:38 AM,85.2,143.4,CHRONOPOSTAPI,0.5,7,Morning,2,6.0,157.4,186.5
9.0,4.0,5.0,S,STANDARD,1YEAR,HETS,3:24:12 PM,321.0,145.8,TNT_POST_NL,0.8,15,Morning,2,18.0,157.4,169.7
3.0,1.0,2.0,S,STANDARD,3-5YEAR,HETS,8:05:24 PM,93.5,96.3,BPOST,0.5,20,Afternoon,4,12.0,157.4,178.7
2.0,1.0,1.0,XL,STANDARD,3-5YEAR,HETE,3:55:06 PM,132.1,99.0,CHRONOPOSTAPI,1.0,15,Morning,4,8.0,196.05,186.5
1.0,1.0,,XL,STANDARD,6MONTH,MVOL,5:02:36 PM,46.4,60.8,TNT_POST_NL,0.0,17,Afternoon,1,1.0,50.0,169.7
4.0,1.0,3.0,L,PACKSIZE,2YEAR,HETE,10:23:22 AM,71.0,181.1,BPOST,0.3333333333333333,10,Morning,3,12.0,196.05,178.7
2.0,1.0,1.0,S,STANDARD,2YEAR,HETS,10:03:53 PM,740.1,120.6,BPOST,1.0,22,Afternoon,3,6.0,157.4,178.7
1.0,1.0,,XL,STANDARD,6MONTH,MVOL,10:13:15 PM,583.4,38.1,CC_LOG,0.0,22,Afternoon,1,1.0,50.0,170.45
2.0,1.0,1.0,S,STANDARD,2YEAR,HETS,11:04:32 PM,646.9,149.6,TNT_POST_NL,1.0,23,Afternoon,3,6.0,157.4,169.7
1.0,1.0,,L,STANDARD,6MONTH,MHET,7:11:35 PM,23.2,162.8,TNT_POST_NL,0.0,19,Afternoon,1,1.0,148.9,169.7
6.0,3.0,3.0,S,STANDARD,6MONTH,HETS,2:12:09 PM,409.0,211.5,DHL,1.0,14,Morning,1,6.0,157.4,186.1
3.0,1.0,2.0,S,STANDARD,2YEAR,HETS,3:12:53 PM,117.0,115.2,TNT_POST_NL,0.5,15,Morning,3,9.0,157.4,169.7
4.0,2.0,2.0,XL,STANDARD,6MONTH,VOLU,11:08:22 PM,544.8,213.7,CC_LOG,1.0,23,Afternoon,1,4.0,266.4,170.45
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,9:09:51 AM,13.0,162.2,UPS_API,0.0,9,Morning,2,2.0,148.9,183.8
15.0,7.0,8.0,S,STANDARD,1YEAR,HETS,2:37:45 PM,120.8,202.4,BPOST,0.875,14,Morning,2,30.0,157.4,178.7
5.0,2.0,3.0,L,STANDARD,2YEAR,HETE,1:52:02 PM,168.0,146.5,BPOST_LU,0.6666666666666666,13,Morning,3,15.0,196.05,176.7
2.0,2.0,,L,PACKSIZE,1YEAR,PB90,7:39:54 PM,47.9,180.3,DHL,0.0,19,Afternoon,2,4.0,223.4,186.1
8.0,4.0,4.0,S,STANDARD,6MONTH,HETS,8:46:50 AM,159.4,276.3,CHRONOPOSTAPI,1.0,8,Morning,1,8.0,157.4,186.5
2.0,2.0,,XL,PACKSIZE,1YEAR,PB90,6:14:53 PM,56.0,222.5,TNT_POST_NL,0.0,18,Afternoon,2,4.0,223.4,169.7
6.0,3.0,3.0,S,STANDARD,1YEAR,HETS,11:57:49 AM,310.3,97.1,BPOST,1.0,11,Morning,2,12.0,157.4,178.7
4.0,1.0,3.0,L,STANDARD,1YEAR,HETE,10:40:10 AM,236.2,129.7,TNT_POST_NL,0.3333333333333333,10,Morning,2,8.0,196.05,169.7
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,10:21:24 AM,55.8,163.1,BPOST,0.0,10,Morning,2,2.0,148.9,178.7
2.0,2.0,,XL,STANDARD,1YEAR,PBVO,6:26:03 PM,155.1,337.4,BPOST,0.0,18,Afternoon,2,4.0,257.1,178.7
2.0,2.0,,L,PACKSIZE,6MONTH,PB90,11:15:56 AM,317.1,252.5,TNT_POST_NL,0.0,11,Morning,1,2.0,223.4,169.7
1.0,1.0,,L,STANDARD,1YEAR,MHET,1:33:09 PM,179.6,77.5,TNT_POST_NL,0.0,13,Morning,2,2.0,148.9,169.7
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,10:29:35 PM,15.3,133.0,TNT_POST_NL,0.0,22,Afternoon,1,1.0,148.9,169.7
1.0,1.0,,XL,STANDARD,1YEAR,MVOL,8:22:11 PM,93.7,53.8,TNT_POST_NL,0.0,20,Afternoon,2,2.0,50.0,169.7
4.0,2.0,2.0,S,STANDARD,3-5YEAR,HETS,9:25:59 AM,134.9,92.5,BPOST,1.0,9,Morning,4,16.0,157.4,178.7
1.0,1.0,,M,PACKSIZE,1YEAR,MHET,7:29:15 PM,168.0,126.7,BPOST,0.0,19,Afternoon,2,2.0,148.9,178.7
1.0,1.0,,L,STANDARD,1YEAR,MHET,1:44:10 PM,99.2,142.8,BPOST,0.0,13,Morning,2,2.0,148.9,178.7
4.0,1.0,3.0,L,STANDARD,3-5YEAR,HETE,7:49:06 AM,48.8,84.2,CC_LOG,0.3333333333333333,7,Morning,4,16.0,196.05,170.45
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,4:22:08 PM,245.2,190.8,TNT_POST_NL,0.0,16,Afternoon,1,1.0,148.9,169.7
5.0,5.0,,XL,STANDARD,6MONTH,PBVO,11:18:17 PM,524.5,239.3,CC_LOG,0.0,23,Afternoon,1,5.0,257.1,170.45
1.0,1.0,,XL,STANDARD,1YEAR,MHET,8:26:36 PM,840.9,144.2,CC_LOG,0.0,20,Afternoon,2,2.0,148.9,170.45
3.0,2.0,1.0,XL,STANDARD,2YEAR,VOLU,7:54:59 PM,154.2,218.4,TNT_POST_NL,2.0,19,Afternoon,3,9.0,266.4,169.7
2.0,2.0,,M,STANDARD,2YEAR,PBVO,12:13:54 PM,75.0,256.5,EXTRA_AT_HOME,0.0,12,Morning,3,6.0,257.1,279.5
1.0,1.0,,L,STANDARD,1YEAR,MHET,12:09:44 PM,69.8,105.4,TNT_POST_NL,0.0,12,Morning,2,2.0,148.9,169.7
1.0,1.0,,XL,STANDARD,6MONTH,MVOL,8:48:03 AM,53.9,41.2,CC_LOG,0.0,8,Morning,1,1.0,50.0,170.45
1.0,1.0,,L,STANDARD,1YEAR,MVOL,7:40:29 PM,199.1,35.7,CC_LOG,0.0,19,Afternoon,2,2.0,50.0,170.45
1.0,1.0,,XL,STANDARD,6MONTH,MVOL,4:01:58 PM,106.2,57.8,UPS_API,0.0,16,Afternoon,1,1.0,50.0,183.8
4.0,1.0,3.0,L,STANDARD,2YEAR,HETE,8:32:00 AM,150.0,131.2,CHRONOPOSTAPI,0.3333333333333333,8,Morning,3,12.0,196.05,186.5
4.0,1.0,3.0,L,PACKSIZE,1YEAR,HETE,2:59:12 PM,160.3,246.7,BPOST,0.3333333333333333,14,Morning,2,8.0,196.05,178.7
2.0,1.0,1.0,S,STANDARD,1YEAR,HETS,4:56:40 PM,47.1,114.9,CC_LOG,1.0,16,Afternoon,2,4.0,157.4,170.45
3.0,1.0,2.0,L,PACKSIZE,1YEAR,HETE,12:14:48 PM,291.6,220.7,CHRONOPOSTAPI,0.5,12,Morning,2,6.0,196.05,186.5
2.0,2.0,,M,STANDARD,2YEAR,PBVO,10:13:56 PM,49.1,172.5,CC_LOG,0.0,22,Afternoon,3,6.0,257.1,170.45
5.0,5.0,,L,PACKSIZE,1YEAR,PB90,3:54:41 PM,71.6,224.8,EXTRA_AT_HOME,0.0,15,Morning,2,10.0,223.4,279.5
3.0,1.0,2.0,S,STANDARD,1YEAR,HETS,2:07:12 PM,431.3,215.7,CHRONOPOSTAPI,0.5,14,Morning,2,6.0,157.4,186.5
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,10:21:28 AM,686.0,142.1,TNT_POST_NL,0.0,10,Morning,2,2.0,148.9,169.7
6.0,3.0,3.0,XL,STANDARD,6MONTH,VOLU,11:55:34 AM,228.0,265.9,TNT_POST_NL,1.0,11,Morning,1,6.0,266.4,169.7
3.0,1.0,2.0,L,PACKSIZE,6MONTH,HETE,8:40:52 PM,716.0,225.2,CC_LOG,0.5,20,Afternoon,1,3.0,196.05,170.45
2.0,1.0,1.0,L,PACKSIZE,1YEAR,HETE,9:11:36 AM,114.4,243.2,TNT_POST_NL,1.0,9,Morning,2,4.0,196.05,169.7
4.0,1.0,3.0,L,PACKSIZE,1YEAR,HETE,8:36:08 AM,360.1,207.2,TNT_POST_NL,0.3333333333333333,8,Morning,2,8.0,196.05,169.7
7.0,3.0,4.0,L,PACKSIZE,1YEAR,HETE,8:42:07 AM,167.8,242.8,DHL,0.75,8,Morning,2,14.0,196.05,186.1
3.0,2.0,1.0,XL,STANDARD,2YEAR,VOLU,11:48:52 AM,188.2,221.9,EXTRA_AT_HOME,2.0,11,Morning,3,9.0,266.4,279.5
5.0,2.0,3.0,S,STANDARD,6MONTH,HETS,10:04:48 PM,16.5,93.7,DHL,0.6666666666666666,22,Afternoon,1,5.0,157.4,186.1
13.0,6.0,7.0,S,STANDARD,1YEAR,HETS,2:50:23 PM,417.6,228.4,TNT_POST_NL,0.8571428571428571,14,Morning,2,26.0,157.4,169.7
2.0,1.0,1.0,L,STANDARD,6MONTH,HETE,9:49:52 PM,678.5,132.8,TNT_POST_NL,1.0,21,Afternoon,1,2.0,196.05,169.7
1.0,1.0,,XL,STANDARD,1YEAR,MVOL,8:31:51 PM,69.4,39.0,TNT_POST_NL,0.0,20,Afternoon,2,2.0,50.0,169.7
3.0,3.0,,L,PACKSIZE,6MONTH,PB90,12:06:10 PM,1377.2,240.8,BPOST,0.0,12,Morning,1,3.0,223.4,178.7
1.0,1.0,,M,PACKSIZE,3-5YEAR,MHET,3:49:07 PM,94.2,120.2,DHL,0.0,15,Morning,4,4.0,148.9,186.1
3.0,3.0,,XL,PACKSIZE,1YEAR,PB90,12:11:08 PM,615.8,193.3,TNT_POST_NL,0.0,12,Morning,2,6.0,223.4,169.7
5.0,2.0,3.0,L,PACKSIZE,1YEAR,HETE,5:22:01 PM,177.9,267.5,BPOST,0.6666666666666666,17,Afternoon,2,10.0,196.05,178.7
5.0,5.0,,L,PACKSIZE,6MONTH,PB90,5:03:20 PM,14.1,289.2,BPOST,0.0,17,Afternoon,1,5.0,223.4,178.7
4.0,2.0,2.0,XL,STANDARD,6MONTH,VOLU,11:51:08 AM,143.9,361.4,TNT_POST_NL,1.0,11,Morning,1,4.0,266.4,169.7
3.0,3.0,,L,PACKSIZE,1YEAR,PB90,8:39:26 AM,1399.9,190.8,TNT_POST_NL,0.0,8,Morning,2,6.0,223.4,169.7
3.0,1.0,2.0,M,PACKSIZE,2YEAR,HETE,2:02:05 PM,62.7,193.2,BPOST,0.5,14,Morning,3,9.0,196.05,178.7
2.0,2.0,,XL,PACKSIZE,2YEAR,PB90,2:57:42 PM,60.7,212.8,TNT_POST_NL,0.0,14,Morning,3,6.0,223.4,169.7
2.0,2.0,,M,STANDARD,1YEAR,PBVO,6:27:03 PM,158.1,220.9,BPOST,0.0,18,Afternoon,2,4.0,257.1,178.7
2.0,2.0,,XL,STANDARD,6MONTH,PBVO,4:04:55 PM,12.9,320.9,EXTRA_AT_HOME,0.0,16,Afternoon,1,2.0,257.1,279.5
2.0,2.0,,XL,STANDARD,6MONTH,PB90,8:22:39 PM,4.9,177.8,DHL,0.0,20,Afternoon,1,2.0,223.4,186.1
1.0,1.0,,L,PACKSIZE,3-5YEAR,MHET,5:53:08 PM,8.4,144.2,TNT_POST_NL,0.0,17,Afternoon,4,4.0,148.9,169.7
2.0,2.0,,L,PACKSIZE,2YEAR,PB90,1:56:10 PM,422.3,220.6,TNT_POST_NL,0.0,13,Morning,3,6.0,223.4,169.7
2.0,2.0,,L,PACKSIZE,2YEAR,PB90,3:39:06 PM,157.9,182.7,DHL,0.0,15,Morning,3,6.0,223.4,186.1
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,9:11:29 PM,71.8,191.7,TNT_POST_NL,0.0,21,Afternoon,2,2.0,148.9,169.7
2.0,2.0,,L,STANDARD,2YEAR,PB90,12:12:23 PM,167.1,223.9,EXTRA_AT_HOME,0.0,12,Morning,3,6.0,223.4,279.5
2.0,1.0,1.0,S,STANDARD,1YEAR,HETS,8:11:10 AM,579.8,87.4,TNT_POST_NL,1.0,8,Morning,2,4.0,157.4,169.7
1.0,1.0,,L,STANDARD,1YEAR,MHET,12:12:02 PM,8.7,101.6,TNT_POST_NL,0.0,12,Morning,2,2.0,148.9,169.7
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,11:01:53 AM,15.4,222.4,TNT_POST_NL,0.0,11,Morning,2,2.0,148.9,169.7
1.0,1.0,,L,PACKSIZE,2YEAR,MHET,9:39:02 AM,49.8,130.3,CC_LOG,0.0,9,Morning,3,3.0,148.9,170.45
1.0,1.0,,L,STANDARD,1YEAR,MHET,7:30:29 PM,7.4,122.7,TNT_POST_NL,0.0,19,Afternoon,2,2.0,148.9,169.7
2.0,2.0,,XL,STANDARD,1YEAR,PBVO,12:16:55 PM,69.6,209.1,EXTRA_AT_HOME,0.0,12,Morning,2,4.0,257.1,279.5
2.0,1.0,1.0,M,STANDARD,1YEAR,VOLU,10:28:52 AM,89.4,345.3,EXTRA_AT_HOME,1.0,10,Morning,2,4.0,266.4,279.5
7.0,3.0,4.0,XL,PACKSIZE,2YEAR,HETE,1:18:47 PM,103.9,140.8,BPOST,0.75,13,Morning,3,21.0,196.05,178.7
3.0,2.0,1.0,M,STANDARD,1YEAR,VOLU,6:19:51 PM,827.7,317.7,CHRONOPOSTAPI,2.0,18,Afternoon,2,6.0,266.4,186.5
2.0,1.0,1.0,S,STANDARD,1YEAR,HETS,10:36:23 AM,461.2,133.4,TNT_POST_NL,1.0,10,Morning,2,4.0,157.4,169.7
5.0,2.0,3.0,L,PACKSIZE,1YEAR,HETE,8:54:32 AM,131.8,149.6,CHRONOPOSTAPI,0.6666666666666666,8,Morning,2,10.0,196.05,186.5
1.0,1.0,,XL,PACKSIZE,1YEAR,MHET,6:23:26 PM,204.5,162.9,TNT_POST_NL,0.0,18,Afternoon,2,2.0,148.9,169.7
6.0,3.0,3.0,S,STANDARD,1YEAR,HETS,10:11:28 PM,736.8,184.9,TNT_POST_NL,1.0,22,Afternoon,2,12.0,157.4,169.7
16.0,16.0,,XL,STANDARD,6MONTH,PBVO,7:49:02 AM,14.1,299.4,CC_LOG,0.0,7,Morning,1,16.0,257.1,170.45
2.0,2.0,,L,STANDARD,6MONTH,PB90,9:16:15 AM,93.6,290.5,EXTRA_AT_HOME,0.0,9,Morning,1,2.0,223.4,279.5
7.0,3.0,4.0,S,STANDARD,6MONTH,HETS,7:41:40 PM,31.6,138.9,TNT_POST_NL,0.75,19,Afternoon,1,7.0,157.4,169.7
1.0,1.0,,XL,PACKSIZE,1YEAR,MHET,1:17:37 PM,56.1,163.5,TNT_POST_NL,0.0,13,Morning,2,2.0,148.9,169.7
2.0,1.0,1.0,S,STANDARD,2YEAR,HETS,6:02:31 PM,226.1,127.7,BPOST,1.0,18,Afternoon,3,6.0,157.4,178.7
4.0,1.0,3.0,L,PACKSIZE,6MONTH,HETE,8:31:05 AM,124.3,209.3,BPOST,0.3333333333333333,8,Morning,1,4.0,196.05,178.7
5.0,2.0,3.0,L,PACKSIZE,1YEAR,HETE,8:04:55 AM,197.1,203.8,UPS_API,0.6666666666666666,8,Morning,2,10.0,196.05,183.8
2.0,2.0,,XL,STANDARD,1YEAR,PBVO,3:06:42 PM,344.6,235.3,TNT_POST_NL,0.0,15,Morning,2,4.0,257.1,169.7
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,11:36:53 AM,370.0,138.4,TNT_POST_NL,0.0,11,Morning,1,1.0,148.9,169.7
8.0,4.0,4.0,S,STANDARD,2YEAR,HETS,10:44:34 AM,94.0,87.9,BPOST,1.0,10,Morning,3,24.0,157.4,178.7
2.0,1.0,1.0,XL,STANDARD,1YEAR,VOLU,8:20:39 AM,34.8,214.5,EXTRA_AT_HOME,1.0,8,Morning,2,4.0,266.4,279.5
2.0,2.0,,XL,STANDARD,1YEAR,PBVO,9:45:26 PM,601.1,267.3,CC_LOG,0.0,21,Afternoon,2,4.0,257.1,170.45
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,8:11:47 AM,54.8,208.3,CC_LOG,0.0,8,Morning,1,1.0,148.9,170.45
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,4:50:11 PM,8.6,157.3,TNT_POST_NL,0.0,16,Afternoon,2,2.0,148.9,169.7
1.0,1.0,,L,PACKSIZE,2YEAR,MHET,8:26:36 PM,12.2,238.0,TNT_POST_NL,0.0,20,Afternoon,3,3.0,148.9,169.7
23.0,13.0,10.0,XL,STANDARD,1YEAR,VOLU,9:08:00 AM,84.6,399.5,EXTRA_AT_HOME,1.3,9,Morning,2,46.0,266.4,279.5
2.0,1.0,1.0,L,STANDARD,1YEAR,HETE,4:48:23 PM,36.3,166.1,CHRONOPOSTAPI,1.0,16,Afternoon,2,4.0,196.05,186.5
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,9:59:27 PM,863.7,117.1,TNT_POST_NL,0.0,21,Afternoon,2,2.0,148.9,169.7
4.0,2.0,2.0,M,STANDARD,1YEAR,HETS,2:17:29 PM,162.5,203.4,BPOST,1.0,14,Morning,2,8.0,157.4,178.7
2.0,2.0,,L,STANDARD,1YEAR,PB90,10:28:30 PM,20.7,187.6,BPOST,0.0,22,Afternoon,2,4.0,223.4,178.7
5.0,2.0,3.0,L,PACKSIZE,6MONTH,HETE,8:30:00 AM,62.9,247.1,CHRONOPOSTAPI,0.6666666666666666,8,Morning,1,5.0,196.05,186.5
4.0,2.0,2.0,S,STANDARD,2YEAR,HETS,12:16:12 PM,299.1,166.8,CHRONOPOSTAPI,1.0,12,Morning,3,12.0,157.4,186.5
2.0,2.0,,L,STANDARD,1YEAR,PB90,1:46:26 PM,8.3,221.4,DHL,0.0,13,Morning,2,4.0,223.4,186.1
2.0,1.0,1.0,S,STANDARD,1YEAR,HETS,3:22:10 PM,110.2,139.4,TNT_POST_NL,1.0,15,Morning,2,4.0,157.4,169.7
10.0,5.0,5.0,S,STANDARD,1YEAR,HETS,3:14:13 PM,1192.1,167.6,TNT_POST_NL,1.0,15,Morning,2,20.0,157.4,169.7
1.0,1.0,,L,PACKSIZE,2YEAR,MHET,5:57:29 PM,184.5,212.5,TNT_POST_NL,0.0,17,Afternoon,3,3.0,148.9,169.7
1.0,1.0,,L,STANDARD,6MONTH,MHET,11:49:54 AM,315.2,111.6,TNT_POST_NL,0.0,11,Morning,1,1.0,148.9,169.7
3.0,1.0,2.0,L,PACKSIZE,1YEAR,HETE,11:26:58 AM,200.3,235.4,BPOST,0.5,11,Morning,2,6.0,196.05,178.7
1.0,1.0,,XL,STANDARD,6MONTH,MVOL,8:29:42 PM,96.9,58.2,TNT_POST_NL,0.0,20,Afternoon,1,1.0,50.0,169.7
10.0,5.0,5.0,S,STANDARD,1YEAR,HETS,11:34:22 AM,283.8,229.2,CHRONOPOSTAPI,1.0,11,Morning,2,20.0,157.4,186.5
1.0,1.0,,L,STANDARD,1YEAR,MHET,12:24:59 PM,559.6,139.7,TNT_POST_NL,0.0,12,Morning,2,2.0,148.9,169.7
7.0,3.0,4.0,L,STANDARD,6MONTH,HETE,8:57:17 AM,96.3,208.8,TNT_POST_NL,0.75,8,Morning,1,7.0,196.05,169.7
1.0,1.0,,L,STANDARD,1YEAR,MHET,2:54:00 PM,58.6,101.1,CHRONOPOSTAPI,0.0,14,Morning,2,2.0,148.9,186.5
4.0,1.0,3.0,M,PACKSIZE,2YEAR,HETE,7:54:12 AM,28.3,202.5,CC_LOG,0.3333333333333333,7,Morning,3,12.0,196.05,170.45
2.0,1.0,1.0,XL,STANDARD,1YEAR,VOLU,2:05:09 PM,122.2,253.8,EXTRA_AT_HOME,1.0,14,Morning,2,4.0,266.4,279.5
3.0,2.0,1.0,M,STANDARD,1YEAR,VOLU,12:18:32 PM,105.9,181.7,EXTRA_AT_HOME,2.0,12,Morning,2,6.0,266.4,279.5
2.0,2.0,,L,PACKSIZE,6MONTH,PB90,12:00:37 PM,525.4,324.8,BPOST,0.0,12,Morning,1,2.0,223.4,178.7
1.0,1.0,,XL,STANDARD,6MONTH,MVOL,5:46:07 PM,294.8,50.4,TNT_POST_NL,0.0,17,Afternoon,1,1.0,50.0,169.7
6.0,6.0,,M,STANDARD,1YEAR,PBVO,9:52:56 PM,14.4,235.4,BPOST,0.0,21,Afternoon,2,12.0,257.1,178.7
2.0,1.0,1.0,L,PACKSIZE,1YEAR,HETE,5:06:04 PM,74.9,214.7,UPS_API,1.0,17,Afternoon,2,4.0,196.05,183.8
3.0,2.0,1.0,XL,STANDARD,1YEAR,VOLU,12:32:33 PM,71.3,342.4,TNT_POST_NL,2.0,12,Morning,2,6.0,266.4,169.7
1.0,1.0,,L,STANDARD,1YEAR,MHET,8:36:40 AM,392.5,136.7,TNT_POST_NL,0.0,8,Morning,2,2.0,148.9,169.7
4.0,4.0,,XL,STANDARD,6MONTH,PBVO,4:31:10 PM,40.0,273.6,BPOST,0.0,16,Afternoon,1,4.0,257.1,178.7
3.0,3.0,,M,STANDARD,6MONTH,PBVO,11:31:08 AM,408.4,249.1,EXTRA_AT_HOME,0.0,11,Morning,1,3.0,257.1,279.5
1.0,1.0,,L,STANDARD,6MONTH,MHET,1:26:16 PM,137.6,121.5,TNT_POST_NL,0.0,13,Morning,1,1.0,148.9,169.7
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,11:26:52 AM,145.4,220.5,TNT_POST_NL,0.0,11,Morning,1,1.0,148.9,169.7
